,terms,sentiment,polarity
10758,disapointed,negative,0.0
10759,disappear,negative,0.41810344827586204
10760,disappearance,positive,0.5306122448979592
10761,disappearances,negative,0.36363636363636365
10762,disappeared,negative,0.5042372881355932
10763,disappearing,negative,0.38271604938271603
10764,disappears,negative,0.4635416666666667
10765,disappoint,positive,0.7012987012987013
10766,disappointed,negative,0.3804047838086477
10767,disappointing,negative,0.229253112033195
10768,disappointingly,negative,0.38095238095238093
10769,disappointment,negative,0.2118380062305296
10770,disappointments,positive,0.5636363636363636
10771,disappoints,negative,0.35365853658536583
10772,disapproval,negative,0.4666666666666667
10773,disapprove,negative,0.1
10774,disapproves,negative,0.4444444444444444
10775,disapproving,positive,0.8571428571428571
10776,disarm,negative,0.2857142857142857
10777,disarmament,negative,0.1111111111111111
10778,disarmed,negative,0.4166666666666667
10779,disarming,positive,0.8260869565217391
10780,disarmingly,positive,0.8571428571428571
10781,disarms,positive,0.8571428571428571
10782,disarray,negative,0.45454545454545453
10783,disassemble,negative,0.0
10784,disassociate,positive,0.8
10785,disaster,negative,0.28911138923654567
10786,disasters,negative,0.3953488372093023
10787,disastrous,negative,0.3873239436619718
10788,disastrously,positive,0.6875
10789,disavow,negative,0.5
10790,disavowed,negative,0.5
10791,disband,negative,0.4
10792,disbarred,negative,0.0
10793,disbelief,negative,0.3484848484848485
10794,disbelieve,negative,0.15384615384615385
10795,disbelieving,negative,0.16666666666666666
10796,disc,positive,0.6385964912280702
10797,discard,negative,0.5
10798,discarded,negative,0.5087719298245614
10799,discards,negative,0.45454545454545453
10800,discern,positive,0.5675675675675675
10801,discernable,negative,0.25
10802,discerned,positive,0.75
10803,discernible,negative,0.17567567567567569
10804,discerning,negative,0.45161290322580644
10805,discernment,negative,0.25
10806,discharge,positive,0.5454545454545454
10807,discharged,positive,0.625
10808,discharges,positive,0.75
10809,disciple,positive,0.5454545454545454
10810,disciples,negative,0.26666666666666666
10811,disciplinarian,positive,0.6666666666666666
10812,discipline,negative,0.5053763440860215
10813,disciplined,positive,0.5263157894736842
10814,disciplining,positive,0.7142857142857143
10815,disclaimer,negative,0.3793103448275862
10816,disclaimers,negative,0.14285714285714285
10817,disclose,negative,0.42857142857142855
10818,disclosed,positive,0.6551724137931034
10819,discloses,positive,0.84
10820,disclosing,positive,0.625
10821,disclosure,negative,0.21428571428571427
10822,disco,negative,0.48854961832061067
10823,discombobulated,negative,0.5
10824,discomfort,positive,0.7692307692307693
10825,discomforting,positive,0.5882352941176471
10826,disconcerted,positive,0.8888888888888888
10827,disconcerting,positive,0.5636363636363636
10828,disconcertingly,negative,0.25
10829,disconnect,negative,0.42857142857142855
10830,disconnected,negative,0.15789473684210525
10831,discontent,positive,0.5384615384615384
10832,discontented,positive,0.8
10833,discontinued,negative,0.375
10834,discontinuous,negative,0.0
10835,discord,positive,0.6
10836,discordant,positive,0.7142857142857143
10837,discotheque,negative,0.5
10838,discount,negative,0.36585365853658536
10839,discounted,negative,0.4166666666666667
10840,discounting,positive,1.0
10841,discourage,negative,0.3157894736842105
10842,discouraged,positive,0.55
10843,discouragement,negative,0.25
10844,discourages,negative,0.4
10845,discouraging,positive,0.5384615384615384
10846,discourse,positive,0.5757575757575758
10847,discover,positive,0.5825688073394495
10848,discovered,positive,0.6012558869701727
10849,discoveries,positive,0.6944444444444444
10850,discovering,positive,0.6927083333333334
10851,discovers,positive,0.6446428571428572
10852,discovery,positive,0.6245733788395904
10853,discredit,negative,0.5
10854,discredited,negative,0.09523809523809523
10855,discreet,positive,0.6956521739130435
10856,discreetly,negative,0.2727272727272727
10857,discrepancies,negative,0.23529411764705882
10858,discrepancy,negative,0.29411764705882354
10859,discrete,positive,0.9090909090909091
10860,discretion,negative,0.5
10861,discriminate,negative,0.375
10862,discriminating,negative,0.2857142857142857
10863,discrimination,positive,0.8
10864,discs,positive,0.64
10865,discursive,positive,0.75
10866,discus,positive,0.6
10867,discuss,positive,0.6051502145922747
10868,discussed,positive,0.6377952755905512
10869,discusses,positive,0.7346938775510204
10870,discussing,positive,0.5670731707317073
10871,discussion,positive,0.5430711610486891
10872,discussions,positive,0.6049382716049383
10873,disdain,positive,0.569620253164557
10874,disease,positive,0.5300353356890459
10875,diseased,negative,0.42857142857142855
10876,diseases,negative,0.4523809523809524
10877,disembodied,negative,0.45454545454545453
10878,disemboweled,negative,0.5
10879,disembowelment,negative,0.1
10880,disenchanted,positive,0.6666666666666666
10881,disenchantment,positive,1.0
10882,disenfranchised,positive,0.6666666666666666
10883,disengaged,positive,0.6666666666666666
10884,disfigured,negative,0.39285714285714285
10885,disfigurement,negative,0.45454545454545453
10886,disgrace,negative,0.21710526315789475
10887,disgraced,negative,0.4827586206896552
10888,disgraceful,negative,0.09803921568627451
10889,disgracefully,negative,0.0
10890,disgraces,negative,0.2857142857142857
10891,disgruntled,negative,0.3972602739726027
10892,disguise,negative,0.3772455089820359
10893,disguised,positive,0.528169014084507
10894,disguises,positive,0.5434782608695652
10895,disguising,positive,0.631578947368421
10896,disgust,negative,0.32653061224489793
10897,disgusted,negative,0.4
10898,disgusting,negative,0.2509090909090909
10899,disgustingly,negative,0.35294117647058826
10900,disgusts,negative,0.23076923076923078
10901,dish,positive,0.5531914893617021
10902,disheartening,negative,0.5
10903,dished,negative,0.2
10904,dishes,negative,0.3953488372093023
10905,disheveled,positive,0.5454545454545454
10906,dishevelled,positive,0.8333333333333334
10907,dishing,negative,0.3684210526315789
10908,dishonest,negative,0.4444444444444444
10909,dishonesty,negative,0.4444444444444444
10910,dishonor,negative,0.2222222222222222
10911,dishonorable,negative,0.5
10912,dishonored,positive,0.75
10913,dishwasher,positive,0.875
10914,dishwashers,positive,1.0
10915,dishwater,negative,0.0625
10916,dishy,positive,1.0
10917,disillusion,negative,0.3076923076923077
10918,disillusioned,positive,0.6538461538461539
10919,disillusionment,positive,0.7714285714285715
10920,disinformation,negative,0.2
10921,disingenuous,negative,0.4090909090909091
10922,disintegrate,positive,0.6666666666666666
10923,disintegrated,positive,0.5714285714285714
10924,disintegrates,negative,0.29411764705882354
10925,disintegrating,positive,0.8888888888888888
10926,disintegration,positive,0.5625
10927,disinterest,negative,0.25
10928,disinterested,negative,0.3333333333333333
10929,disjointed,negative,0.19245283018867926
10930,disk,negative,0.43548387096774194
10931,disks,negative,0.2222222222222222
10932,dislikable,negative,0.0
10933,dislike,negative,0.4830508474576271
10934,dislikeable,negative,0.25
10935,disliked,negative,0.335
10936,dislikes,positive,0.5925925925925926
10937,disliking,negative,0.4074074074074074
10938,dislocated,positive,0.75
10939,dislodge,negative,0.0
10940,dislodged,negative,0.14285714285714285
10941,disloyal,positive,0.8
10942,disloyalty,positive,1.0
10943,dismal,negative,0.2605633802816901
10944,dismally,negative,0.1875
10945,dismantle,negative,0.5
10946,dismantling,negative,0.4
10947,dismay,negative,0.4146341463414634
10948,dismayed,positive,0.6129032258064516
10949,dismaying,negative,0.5
10950,dismember,positive,0.6
10951,dismembered,negative,0.3333333333333333
10952,dismembering,negative,0.25
10953,dismemberment,negative,0.48484848484848486
10954,dismemberments,negative,0.16666666666666666
10955,dismiss,positive,0.8285714285714286
10956,dismissal,positive,0.7352941176470589
10957,dismissed,positive,0.75
10958,dismisses,positive,0.6071428571428571
10959,dismissing,positive,0.7777777777777778
10960,dismissive,positive,0.8888888888888888
10961,dismissively,negative,0.25
10962,disney,positive,0.6078680203045685
10963,disneyfication,positive,1.0
10964,disneyfied,negative,0.16666666666666666
10965,disneyland,negative,0.4090909090909091
10966,disneynature,positive,0.8
10967,disneys,positive,0.8387096774193549
10968,disneyworld,negative,0.2
10969,disobedience,positive,0.6666666666666666
10970,disobedient,negative,0.2857142857142857
10971,disobey,negative,0.25
10972,disobeying,negative,0.2222222222222222
10973,disobeys,positive,0.7272727272727273
10974,disorder,positive,0.5492957746478874
10975,disordered,negative,0.0
10976,disorders,positive,0.5483870967741935
10977,disorganised,negative,0.25
10978,disorganized,negative,0.3333333333333333
10979,disorientated,negative,0.14285714285714285
10980,disorientation,positive,0.625
10981,disoriented,negative,0.47058823529411764
10982,disorienting,negative,0.42857142857142855
10983,disown,positive,0.6
10984,disowned,positive,0.6
10985,disparaging,positive,0.6923076923076923
10986,disparate,positive,0.6041666666666666
10987,disparities,positive,0.75
10988,disparity,positive,0.7777777777777778
10989,dispassionate,negative,0.4444444444444444
10990,dispatch,negative,0.5
10991,dispatched,negative,0.16279069767441862
10992,dispatcher,negative,0.0
10993,dispatches,negative,0.4666666666666667
10994,dispatching,negative,0.3333333333333333
10995,dispel,negative,0.42105263157894735
10996,dispelled,negative,0.2222222222222222
10997,dispensable,negative,0.3
10998,dispensation,positive,0.6
10999,dispense,negative,0.4
11000,dispensed,negative,0.38461538461538464
11001,dispenses,positive,0.5714285714285714
11002,dispensing,negative,0.3888888888888889
11003,dispenza,negative,0.0
11004,dispersed,negative,0.2857142857142857
11005,dispiriting,positive,0.6666666666666666
11006,displaced,positive,0.6486486486486487
11007,displacement,positive,0.8333333333333334
11008,display,negative,0.4787234042553192
11009,displayed,positive,0.6
11010,displaying,positive,0.5981308411214953
11011,displays,positive,0.6192170818505338
11012,displeased,positive,0.5882352941176471
11013,displeasing,negative,0.0
11014,displeasure,negative,0.2631578947368421
11015,disposable,negative,0.4473684210526316
11016,disposal,negative,0.3114754098360656
11017,dispose,negative,0.3333333333333333
11018,disposed,negative,0.4375
11019,disposes,positive,0.5625
11020,disposing,negative,0.4782608695652174
11021,disposition,positive,0.5588235294117647
11022,dispositions,negative,0.4
11023,dispossessed,positive,0.6
11024,disproportionate,negative,0.2
11025,disproportionately,positive,0.8333333333333334
11026,disprove,negative,0.2857142857142857
11027,disproved,negative,0.16666666666666666
11028,disproven,negative,0.0
11029,dispute,positive,0.6046511627906976
11030,disputed,negative,0.2
11031,disputes,negative,0.5
11032,disqualification,positive,0.7272727272727273
11033,disqualified,positive,0.5384615384615384
11034,disquieting,negative,0.3333333333333333
11035,disregard,negative,0.46153846153846156
11036,disregarded,negative,0.4
11037,disregarding,positive,0.6
11038,disregards,negative,0.5
11039,disrepair,positive,0.75
11040,disreputable,positive,1.0
11041,disrespect,negative,0.3384615384615385
11042,disrespected,negative,0.4
11043,disrespectful,negative,0.29411764705882354
11044,disrespecting,negative,0.0
11045,disrobe,negative,0.3333333333333333
11046,disrobing,negative,0.14285714285714285
11047,disrupt,negative,0.5
11048,disrupted,negative,0.5
11049,disrupting,positive,0.6666666666666666
11050,disruption,negative,0.4
11051,disruptions,negative,0.5
11052,disruptive,positive,0.6470588235294118
11053,disrupts,negative,0.4375
11054,dissapointed,negative,0.3333333333333333
11055,dissapointment,negative,0.09090909090909091
11056,dissappointed,negative,0.4
11057,dissatisfaction,positive,0.6428571428571429
11058,dissatisfied,positive,0.5185185185185185
11059,dissatisfying,negative,0.2
11060,dissect,positive,0.6666666666666666
11061,dissected,negative,0.5
11062,dissecting,positive,0.7777777777777778
11063,dissection,negative,0.5
11064,dissects,positive,1.0
11065,dissed,positive,1.0
11066,disseminated,negative,0.5
11067,dissemination,positive,1.0
11068,dissent,positive,0.7
11069,dissenting,negative,0.16666666666666666
11070,dissertation,negative,0.5
11071,disservice,negative,0.36666666666666664
11072,disses,negative,0.16666666666666666
11073,dissident,negative,0.4
11074,dissidents,positive,0.5714285714285714
11075,dissimilar,positive,0.6818181818181818
11076,dissing,negative,0.3125
11077,dissipate,positive,0.875
11078,dissipated,negative,0.5
11079,dissipates,negative,0.2
11080,dissolute,positive,1.0
11081,dissolution,positive,0.6818181818181818
11082,dissolve,negative,0.5
11083,dissolved,negative,0.3684210526315789
11084,dissolves,positive,0.7352941176470589
11085,dissolving,negative,0.5
11086,dissonance,positive,1.0
11087,dissuade,negative,0.4375
11088,dissuaded,negative,0.0
11089,distaff,positive,0.6363636363636364
11090,distance,positive,0.527027027027027
11091,distanced,positive,0.5833333333333334
11092,distances,positive,0.6190476190476191
11093,distancing,positive,0.5625
11094,distant,positive,0.6925675675675675
11095,distaste,positive,0.5526315789473685
11096,distasteful,negative,0.22972972972972974
11097,distended,negative,0.0
11098,distill,negative,0.5
11099,distilled,positive,0.5454545454545454
11100,distinct,positive,0.6105769230769231
11101,distinction,positive,0.5368421052631579
11102,distinctions,positive,0.6666666666666666
11103,distinctive,positive,0.6481481481481481
11104,distinctively,negative,0.4444444444444444
11105,distinctly,positive,0.5714285714285714
11106,distinguish,negative,0.3116883116883117
11107,distinguishable,negative,0.4444444444444444
11108,distinguished,positive,0.5104166666666666
11109,distinguishes,positive,0.8275862068965517
11110,distinguishing,positive,0.5454545454545454
11111,distort,positive,0.5833333333333334
11112,distorted,negative,0.375
